product_code,product_name,product_description,material,fit_type,available_sizes,original_price(₹),discounted_price(₹),discount_percentage(%),total_ratings,avg_rating_for_five,total_text_reviews,supplier_name,product_image_url,product_link
24585860,Bewakoof,Anime Printed Oversized Pure Cotton T-shirt,Pure Cotton,Oversized,"S,M,L,XXL,XL",1299,699,46,343,4.3,24,Bewakoof Brands Private Limited,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24585860/2023/8/22/a7abe24f-0002-47d7-9139-30bc62418f9d1692680442167BewakoofMenWhitePrintedV-NeckPureCottonRawEdgeT-shirt1.jpg",https://www.myntra.com/tshirts/bewakoof/bewakoof-anime-printed-oversized-pure-cotton-t-shirt/24585860/buy
21631152,HERE&NOW,Typography Printed Pure Cotton T-shirt,Cotton,Regular Fit,"S,M,L,XL",799,223,72,106,4.5,4,Omnitech Retail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21631152/2023/2/28/950a151d-7163-404b-84f2-e831f4bb11c01677578545108-HERENOW-Men-Tshirts-8771677578544629-1.jpg",https://www.myntra.com/tshirts/here%26now/herenow-typography-printed-pure-cotton-t-shirt/21631152/buy
11632500,Roadster,Men Olive Green Solid Round Neck T-shirt,Cotton,Regular Fit,"XS,S,M,L,XL",499,159,68,3000,3.9,426,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11632500/2020/7/15/05d4d969-3cf8-4c2c-a757-987d4a0f2c7d1594809711993-Roadster-Men-Olive-Green-Solid-Round-Neck-T-shirt-8351594809-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-olive-green-solid-round-neck-t-shirt/11632500/buy
25950844,Concede,Graphic Printed Oversized Pure Cotton T-shirt,Cotton,Oversized,"S,M,L,XL",1999,699,65,not_available,not_available,not_available,CONCEDE CLOTHING COMPANY,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25950844/2023/11/20/92a6989f-be99-426c-849f-40cf6e7384c61700484114455ConcedeMenBlackTypographyPrintedAppliqueT-shirt1.jpg",https://www.myntra.com/tshirts/concede/concede-graphic-printed-oversized-pure-cotton-t-shirt/25950844/buy
2275369,Roadster,Men Green Solid Round Neck T-shirt,Cotton,Regular Fit,"S,M,L,XL",399,203,49,7300,4.1,656,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2275369/2018/1/24/11516793398088-Roadster-Men-Green-Solid-Round-Neck-T-shirt-3761516793397918-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-green-solid-round-neck-t-shirt/2275369/buy
17663522,BYFORD by Pantaloons,Men White Solid T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",0,349,Nil,136,4.0,7,Westbury Holdings Pvt Ltd_Pantaloons,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17663522/2023/7/31/c4edbffc-25ca-48e1-bf38-40250a938a8b1690786939116-BYFORD-by-Pantaloons-Men-White-Solid-T-shirt-985169078693871-1.jpg",https://www.myntra.com/tshirts/byford+by+pantaloons/byford-by-pantaloons-men-white-solid-t-shirt/17663522/buy
22581436,Bewakoof,Black Panda Printed Cotton Oversize Fit T-shirt,Cotton,Oversized,"S,M,L,XXL,XL",1499,799,46,54,3.9,1,Bewakoof Brands Private Limited,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22581436/2023/3/30/89471635-f63a-408e-bf7f-6a04b75be4b61680192659086BewakoofMenBlackHighNeckAppliqueLooseT-shirt1.jpg",https://www.myntra.com/tshirts/bewakoof/bewakoof-black-panda-printed-cotton-oversize-fit-t-shirt/22581436/buy
25916952,Force NXT,Pack of 2 Super Combed Cotton T-Shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",878,614,30,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25916952/2023/11/17/eb6ebd57-8e01-454a-8980-a27b28b383711700216708261ForceNXTMenMulticoloured2T-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt---pack-of-2-super-combed-cotton-t-shirt/25916952/buy
23984458,HRX by Hrithik Roshan,Rapid-Dry Running Reflective T-shirt,Polyester,Regular Fit,"S,M,L,XXL,XL",899,269,70,not_available,not_available,not_available,Omnitech Retail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23984458/2023/11/9/cff23079-45b4-4bf3-842c-46f386c8e6a91699520926262-HRX-by-Hrithik-Roshan-Men-Tshirts-4501699520925844-1.jpg",https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-rapid-dry-running-reflective-t-shirt/23984458/buy
11545330,Roadster,Men Burgundy & Charcoal Grey Printed Round Neck T-shirt,Cotton,Regular Fit,"S,M,L,XL",599,185,69,778,4.3,100,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11545330/2020/3/21/11f2f9d3-3966-4f6b-817c-7cc94ae28a951584776880792-Roadster-Men-Tshirts-7781584776879544-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-burgundy--charcoal-grey-printed-round-neck-t-shirt/11545330/buy
26229350,H&M,Loose Fit Tshirts,Polyester,Oversized,"XS,S,M,L,XXL,XL",0,799,Nil,30,4.8,2,H & M Hennes & Mauritz Retail Private Limited,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26229350/2023/12/4/b5fe7486-7b2a-4f6b-bb41-caec7ca8e18e1701703427579LooseFitT-shirt1.jpg",https://www.myntra.com/tshirts/h%26m/hm-loose-fit-tshirts/26229350/buy
24828156,Roadster,The Lifestyle Co. Oversized Fit Pure Cotton Graphic Printed Drop-Shoulder Sleeves Casual T-shirt,Cotton,Oversized,"XS,S,M,L,XXL,XL",799,255,68,11,3.4,not_available,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24828156/2023/11/29/3f5b35fe-78e3-4f10-8cc8-7b1cf50722ba1701252849461-Roadster-Men-Tshirts-741701252849108-1.jpg",https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-oversized-fit-pure-cotton-graphic-printed-drop-shoulder-sleeves-casual-t-shirt/24828156/buy
13368680,CHKOKKO,Men White Solid High Neck T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",2765,774,72,857,3.9,76,not_available,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/1/6/fe8040d3-eb61-453a-b951-0949922fbd0f1609916039685-1.jpg",https://www.myntra.com/tshirts/chkokko/chkokko-men-white-solid-high-neck-t-shirt/13368680/buy
23945990,Roadster,Grey Typography Printed Pure Cotton Oversized Tshirt,Cotton,Oversized,"S,M,L,XXL,XL",1099,384,65,86,4.1,6,URGEAR,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23945990/2023/7/10/2b1e8927-d592-455f-b3b1-2725d1873c461688962533838Tshirts1.jpg",https://www.myntra.com/tshirts/roadster/roadster-grey-typography-printed-pure-cotton-oversized-tshirt/23945990/buy
25916996,Force NXT,Pack Of 2 Super Combed Cotton T-Shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",878,614,30,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25916996/2023/11/17/bf13641a-37b2-4e90-abbb-88fd7a08daeb1700213990821ForceNXTMenMulticoloured2T-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-pack-of-2-super-combed-cotton-t-shirt/25916996/buy
16999360,Red Tape,Men Brown Pure Cotton T-shirt,Pure Cotton,Regular Fit,"S,M,L,XXL,XL",1499,314,79,230,4.0,11,REDTAPE LIMITED,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16999360/2022/2/1/39d2c88a-7694-4092-8df1-fb4cd02230e11643691564476Tshirts1.jpg",https://www.myntra.com/tshirts/red+tape/red-tape-men-brown-pure-cotton-t-shirt/16999360/buy
25069180,Blackberrys,Men Polo Collar Slim Fit T-shirt,Cotton,Slim Fit,"XS,S,M,L,XXL,XL",895,671,25,not_available,not_available,not_available,Flashstar Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25069180/2023/12/11/854be205-bfeb-476b-9031-558982fb444d1702295595723-Blackberrys-Men-Tshirts-1711702295595421-1.jpg",https://www.myntra.com/tshirts/blackberrys/blackberrys-men-polo-collar-slim-fit-t-shirt/25069180/buy
15606818,Moda Rapido,Men Beige & Red Checked Pure Cotton T-shirt,Cotton,Regular Fit,"S,M,L,XL",1099,384,65,1600,4.0,100,RGT FASHION PRIVATE LIMITED,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15606818/2021/12/22/c1148ff7-fde6-48c8-baba-8cba5c31ead11640157916459-Moda-Rapido-Men-Tshirts-7871640157915953-1.jpg",https://www.myntra.com/tshirts/moda+rapido/moda-rapido-men-beige--red-checked-pure-cotton-t-shirt/15606818/buy
25985034,Bloopers Store,Typography Printed Pure Cotton Longline Oversized T-shirt,Cotton,Oversized,"XS,S,M,L,XXL,XL",999,729,27,not_available,not_available,not_available,BLOOPERS,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25985034/2023/11/22/0f5834cb-a126-467c-b2d0-3511b39ae0a71700640208250BloopersStoreMenWhitePrintedDrop-ShoulderSleevesT-shirt1.jpg",https://www.myntra.com/tshirts/bloopers+store/bloopers-store-typography-printed-pure-cotton-longline-oversized-t-shirt/25985034/buy
23306292,MASCLN SASSAFRAS,Black Graphic Printed Drop Shoulder Sleeves Oversized Pure Cotton T-shirt,Cotton,Boxy,"XS,S,M,L,XXL,XL",1399,699,50,85,4.1,9,ARDENT Retail Co.,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23306292/2023/5/21/cc45e0eb-76d6-4594-82ca-b1583b44dbb01684689273700MASCLNSASSAFRASUnisexBlackPrintedPocketsBoxyT-shirt1.jpg",https://www.myntra.com/tshirts/mascln+sassafras/mascln-sassafras-black-graphic-printed-drop-shoulder-sleeves-oversized-pure-cotton-t-shirt/23306292/buy
8301909,Mast & Harbour,Men Multicoloured Striped Round Neck T-shirt,Cotton,Regular Fit,"S,M,L,XL",899,341,62,2100,4.1,226,KAPOOR COTSYN EXPORTS,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8301909/2019/3/12/dd30ae27-95e5-46c2-880c-59b49743b78f1552369251071-Mast--Harbour-Men-Tshirts-8861552369249926-1.jpg",https://www.myntra.com/tshirts/mast+%26+harbour/mast--harbour-men-multicoloured-striped-round-neck-t-shirt/8301909/buy
22610426,Red Tape,Space Grey Graphic Print Pure Cotton T-Shirt,Pure Cotton,Regular Fit,"S,M,L,XXL,XL",1699,356,79,147,4.1,7,REDTAPE LIMITED,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22610426/2023/4/1/885a7448-c967-4c4d-a2e9-f7ffdbb0711a1680361325060RedTapeSpaceGreyGraphicPrintPureCottonMensT-Shirt1.jpg",https://www.myntra.com/tshirts/red+tape/red-tape-space-grey-graphic-print-pure-cotton-t-shirt/22610426/buy
26229348,H&M,Pure Cotton Loose Fit T-Shirt,Cotton,Oversized,"XS,S,M,L,XXL,XL",0,799,Nil,18,4.9,not_available,H & M Hennes & Mauritz Retail Private Limited,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26229348/2023/12/4/f3976484-1c73-48e4-850f-4363f35382061701703427532LooseFitT-shirt1.jpg",https://www.myntra.com/tshirts/h%26m/hm-pure-cotton-loose-fit-t-shirt/26229348/buy
9768167,WROGN,Men Maroon Charcoal Grey Slim Fit Striped Round Neck Pure Cotton T-shirt,Pure Cotton,Slim Fit,"S,M,L,XXL,XL",1299,623,52,1400,4.3,157,Flashstar Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9768167/2019/5/31/61ccf3fa-a722-4710-8610-d56159a321301559306245985-WROGN-Men-Maroon-Striped-Round-Neck-T-shirt-2311559306244682-1.jpg",https://www.myntra.com/tshirts/wrogn/wrogn-men-maroon--charcoal-grey-slim-fit-striped-round-neck-pure-cotton-t-shirt/9768167/buy
20355854,DILLINGER,Men Solid Oversized T-shirt,Cotton,Oversized,"S,M,L,XXL,XL",799,495,38,2200,4.1,113,ELCINCO,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/20355854/2022/10/21/a4193b5b-ff1e-4461-adb4-dcf05bf7b5e61666345317570-DILLINGER-Men-Tshirts-6131666345317060-1.jpg",https://www.myntra.com/tshirts/dillinger/dillinger-men-solid-oversized-t-shirt/20355854/buy
16937956,HRX by Hrithik Roshan,HRX By Hrithik Roshan Lifestyle Men Jet Black Bio-Wash Geometric T-shirt,Pure Cotton,Regular Fit,"S,M,L,XXL,XL",899,269,70,96,4.0,4,Omnitech Retail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16937956/2022/8/2/dc187d9f-d8d3-4b58-8499-5b6663a6f7ed1659433502155-HRX-by-Hrithik-Roshan-Men-Tshirts-4761659433501663-1.jpg",https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-lifestyle-men-jet-black-bio-wash-geometric-t-shirt/16937956/buy
17094404,The Dry State,Men Turquoise Blue & White Solid T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",1299,506,61,1100,4.0,56,THE DRY STATE - SJIT,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17094404/2022/3/2/72e4802f-1f96-46d1-bf2a-8d7355450ce31646213739790-THE-DRY-STATE-MENS-TSHIRT-WITH-CONTRAST-PIPING-DETAILS-64316-1.jpg",https://www.myntra.com/tshirts/the+dry+state/the-dry-state-men-turquoise-blue--white-solid-t-shirt/17094404/buy
16713286,The Souled Store,Solid Mushroom Oversized T-Shirts,Cotton,Oversized,"XS,S,M,L,XXL,XL",1499,734,51,492,4.3,22,THE SOULED STORE PVT. LTD.,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/16713286/2023/10/13/32fd6cdc-40ef-4b42-b461-d5d7592b37221697199670862TheSouledStoreSolidMushroomOversizedT-Shirts1.jpg",https://www.myntra.com/tshirts/the+souled+store/the-souled-store-solid-mushroom-oversized-t-shirts/16713286/buy
11279206,Jockey,Men Navy Blue Comfort Fit Solid Round Neck T-shirt,Cotton,Regular Fit,"S,M,L",0,779,Nil,411,4.3,39,Truecom Retail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11279206/2020/8/10/af0390c7-d2da-43f5-8f6c-b12d75e5b8e91597061069416-Jockey-Men-Navy-Blue-Comfort-Fit-Solid-Round-Neck-T-shirt-28-1.jpg",https://www.myntra.com/tshirts/jockey/jockey-men-navy-blue-comfort-fit-solid-round-neck-t-shirt/11279206/buy
25985038,Bloopers Store,Typography Printed Drop-Shoulder Sleeves Oversized Pure Cotton T-shirt,Cotton,Oversized,"XS,S,M,L,XXL,XL",999,729,27,not_available,not_available,not_available,BLOOPERS,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25985038/2023/11/22/9c04dec6-6aef-4d91-9b1b-71d3ab4472b11700640210885BloopersStoreMenWhitePrintedDrop-ShoulderSleevesT-shirt1.jpg",https://www.myntra.com/tshirts/bloopers+store/bloopers-store-typography-printed-drop-shoulder-sleeves-oversized-pure-cotton-t-shirt/25985038/buy
23732784,Levis,Typography Printed Pure Cotton T-shirt,Pure Cotton,Regular Fit,"XS,S,M,L,XXL,XL",1599,719,55,47,4.5,2,Levi Strauss India Pvt Ltd,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23732784/2023/7/20/0c67fd82-225a-49c5-ab13-0a5a89c3aadf1689834951963-Levis-Men-Tshirts-5581689834951628-1.jpg",https://www.myntra.com/tshirts/levis/levis-typography-printed-pure-cotton-t-shirt/23732784/buy
23370058,Bewakoof,Black Graphic Printed Oversized Cotton T-Shirt,Cotton,Oversized,"S,M,L,XXL,XL",1499,599,60,354,4.5,22,Bewakoof Brands Private Limited,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23370058/2023/5/24/aa4848a4-0a0c-42e6-bca0-8ef9eab1f1221684913758965BewakoofMenBlackBikerPrintedRawEdgeT-shirt1.jpg",https://www.myntra.com/tshirts/bewakoof/bewakoof-black-graphic-printed-oversized-cotton-t-shirt/23370058/buy
2314396,HRX by Hrithik Roshan,Men Grey Melange Solid Round Neck T-shirt,Polyester,Regular Fit,"S,M,L,XXL,XL",899,359,60,3400,4.1,352,Omnitech Retail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2314396/2018/4/10/11523360515702-HRX-by-Hrithik-Roshan-Men-Tshirts-5621523360515591-1.jpg",https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-grey-melange-solid-round-neck-t-shirt/2314396/buy
24567694,Dennis Lingo,Polo Collar Pure Cotton T-shirt,Pure Cotton,Regular Fit,"S,M,L,XXL,XL",1999,599,70,30,4.0,2,Mensa Brand Technologies Private Limited,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24567694/2023/8/20/cec9fc28-1181-4103-967d-6d90dfd4425c1692474275324DennisLingoMenWhitePoloCollarAppliqueT-shirt1.jpg",https://www.myntra.com/tshirts/dennis+lingo/dennis-lingo-polo-collar-pure-cotton-t-shirt/24567694/buy
25916874,Force NXT,Solid Super Combed Cotton T-Shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",439,351,20,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25916874/2023/11/17/b58d9dbd-eaed-4572-8e34-f9e48319686c1700212759870ForceNXTMenBlueT-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-solid-super-combed-cotton-t-shirt/25916874/buy
24283756,Bewakoof,Black Batman Printed Pure Cotton T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",1499,499,66,31,4.4,2,Bewakoof Brands Private Limited,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24283756/2023/8/1/4ff26b9b-cb9d-412e-8e61-a3f600ae75731690866607953BewakoofMenBlackTypographyHoodedAppliqueT-shirt1.jpg",https://www.myntra.com/tshirts/bewakoof/bewakoof-black-batman-printed-pure-cotton-t-shirt/24283756/buy
12027430,Levis,Men Solid V-Neck Cotton T-Shirt with Smartskin Technology,Cotton,not_available,"S,M,L,XL",579,347,40,383,4.3,13,Vision Star,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12027430/2022/9/15/3ec50bb4-e21f-4182-b644-587b836a2ede1663221275640LevisMenGreyMelangeSolidPureCottonV-NeckLoungeT-shirt1.jpg",https://www.myntra.com/lounge-tshirts/levis/levis-men-solid-v-neck-cotton-t-shirt-with-smartskin-technology/12027430/buy
18667062,Reebok,Men Navy Blue Training Speedwick T-shirt,Polyester,Regular Fit,"XS,S,M,L,XXL,XL",1299,766,41,232,4.4,15,Westbury Holdings Pvt Ltd_Madura,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18667062/2023/6/15/0e7cc556-d391-493d-ba18-4643cfc648b01686832563127ReebokMenNavyBlueTrainingSpeedwickT-shirt1.jpg",https://www.myntra.com/tshirts/reebok/reebok-men-navy-blue-training-speedwick-t-shirt/18667062/buy
11126616,Roadster,Men Blue Solid Round Neck Pure Cotton T-shirt,Pure Cotton,Regular Fit,"XS,S,M,L,XL",499,279,44,5800,3.9,465,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11126616/2020/6/15/1dde8d12-4bd0-4837-83ad-e4eb57e03a7e1592227332551-Roadster-Men-Tshirts-9171592227330935-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-blue-solid-round-neck-pure-cotton-t-shirt/11126616/buy
25916898,Force NXT,Men Printed Pack of 2 Super Combed Cotton T-Shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",1138,796,30,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25916898/2023/11/17/390226bd-1230-49f8-84ba-8e9c9bf2ece01700212775214ForceNXTMenMulticoloured2T-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-men-printed-pack-of-2-super-combed-cotton-t-shirt/25916898/buy
1291961,INVICTUS,White Printed Polo Pure Cotton T-shirt,Pure Cotton,Regular Fit,"S,M,L,XXL,XL",1299,649,50,1100,4.2,120,Flashstar Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1291961/2020/7/27/f126a2e8-7747-4b6e-8c34-312c937dd4421595831515184-INVICTUS-White-Printed-Polo-T-shirt-7251595831513747-1.jpg",https://www.myntra.com/tshirts/invictus/invictus-white-printed-polo-pure-cotton-t-shirt/1291961/buy
25007124,FREE SOCIETY,Polo Collar Long Sleeves Pure Cotton Oversized T-shirt,Cotton,Oversized,"S,M,L,XXL,XL",1799,575,68,24,3.3,1,ELCINCO,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25007124/2023/9/16/757f8d76-da51-4d3d-b2c4-ded1a2c16ce21694872152697FREESOCIETYMenMaroonPoloCollarPocketsT-shirt1.jpg",https://www.myntra.com/tshirts/free+society/free-society-polo-collar-long-sleeves-pure-cotton-oversized-t-shirt/25007124/buy
24917838,Roadster,The Lifestyle Co. Oversized Fit Pure Cotton Brand Logo Printed Drop-Shoulder Sleeves Casual T-shirt,Cotton,Oversized,"XS,S,M,L,XXL,XL",799,239,70,8,4.3,not_available,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24917838/2023/11/29/5b30acc2-afd1-448b-bdad-a0340589bab11701252870277-Roadster-Men-Tshirts-6111701252869886-1.jpg",https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-oversized-fit-pure-cotton-brand-logo-printed-drop-shoulder-sleeves-casual-t-shirt/24917838/buy
10938582,Roadster,The Lifestyle Co Men Black Brand Carrier Printed Round Neck Pure Cotton T-shirt,Pure Cotton,Regular Fit,"XS,S,M,L,XL",799,263,67,710,4.0,82,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10938582/2020/1/27/ee4d474b-dd14-4a81-ad73-22c587c79e131580124244199-Roadster-Men-Tshirts-7891580124242413-1.jpg",https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-men-black-brand-carrier-printed-round-neck-pure-cotton-t-shirt/10938582/buy
25917008,Force NXT,Round Neck Super Combed Cotton T-Shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",439,351,20,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25917008/2023/11/17/6d4b34a4-865d-436b-9894-c29f6ba5b91b1700214001443ForceNXTMenYellowT-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-round-neck-super-combed-cotton-t-shirt/25917008/buy
25069206,Blackberrys,Floral Print Polo Collar Slim Fit T-shirt,Cotton,Slim Fit,"XS,S,M,L,XXL,XL",995,746,25,7,3.4,not_available,Flashstar Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25069206/2023/11/17/fe7c16bf-ba07-4845-8d68-a01afc196e9f1700212474819-Blackberrys-Men-Tshirts-7201700212474442-1.jpg",https://www.myntra.com/tshirts/blackberrys/blackberrys-floral-print-polo-collar-slim-fit-t-shirt/25069206/buy
12908462,Roadster,Men Blue Printed Round Neck T-shirt,Cotton,Regular Fit,"XS,S,M,L,XXL,XL",899,314,65,1300,4.0,76,M AND S APPARELS,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12908462/2021/2/9/e14eb89a-a762-4f74-902b-9ac0cfa6654e1612868086816RoadsterMenBluePrintedRoundNeckT-shirt1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-blue-printed-round-neck-t-shirt/12908462/buy
25917042,Force NXT,Men Striped Super Combed Cotton Polo T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",879,615,30,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25917042/2023/11/17/c18a4a63-516a-4dbf-b1dd-a90cce7f6da51700214029551ForceNXTMenMulticolouredPoloCollarT-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-men-striped-super-combed-cotton-polo-t-shirt/25917042/buy
19727296,DILLINGER,Men Blue & Black Pure Cotton Striped T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",1199,527,56,235,4.4,16,ELCINCO,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19727296/2022/9/12/febf4399-0e15-4623-98c6-97495fd84aa21662962539687-DILLINGER-Men-Blue--Black-Pure-Cotton-Striped-T-shirt-816629-1.jpg",https://www.myntra.com/tshirts/dillinger/dillinger-men-blue--black-pure-cotton-striped-t-shirt/19727296/buy
23543792,max,Polo Collar Casual T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",399,398,0,446,4.3,28,Landmark Online India Pvt Ltd,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23543792/2023/6/6/de7034e8-d654-48a6-8523-3e24edfae2991686051340869maxMenBrownPoloCollarPocketsT-shirt1.jpg",https://www.myntra.com/tshirts/max/max-polo-collar-casual-t-shirt/23543792/buy
25916982,Force NXT,Men Solid Pack of 3 Super Combed Cotton T-Shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",1317,790,40,not_available,not_available,not_available,DOLLAR INDUSTRIES LTD,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25916982/2023/11/17/0068469b-e532-40da-810d-24658ab32f121700214216830ForceNXTMenMulticoloured3T-shirt1.jpg",https://www.myntra.com/tshirts/force+nxt/force-nxt-men-solid-pack-of-3-super-combed-cotton-t-shirt/25916982/buy
8906955,The Indian Garage Co,Men White Solid Polo T-shirt,Cotton,Regular Fit,"S,M,L,XXL,XL",899,323,64,300,4.1,18,THE INDIAN GARAGE CO.,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8906955/2019/3/4/d3a749fe-ae4d-449b-b3b4-2fe741ce8e4e1551696028964-The-Indian-Garage-Co-Men-Tshirts-5491551696027880-1.jpg",https://www.myntra.com/tshirts/the+indian+garage+co/the-indian-garage-co-men-white-solid-polo-t-shirt/8906955/buy
12337938,HERE&NOW,HERENOW Men Olive Green Solid Round Neck Pure Cotton T-shirt,Pure Cotton,Regular Fit,"S,M,L,XL",699,202,71,1700,3.9,167,Omnitech Retail,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12337938/2020/9/21/c038cd0d-27d7-4c2d-9877-07fb44c7ded51600664001999-HERENOW-Men-Tshirts-3811600663999939-1.jpg",https://www.myntra.com/tshirts/here%26now/herenow-men-olive-green-solid-round-neck-pure-cotton-t-shirt/12337938/buy
12504580,Roadster,Men Olive Green Solid Round Neck Pure Cotton T-shirt with Printed Detailing,Pure Cotton,Regular Fit,"XS,S,M,L,XL",499,219,56,635,4.2,56,Truenet Commerce,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12504580/2020/12/18/383f3313-627b-4f06-bc1c-e4153b5669e11608284567024-Roadster-Men-Tshirts-141608284566088-1.jpg",https://www.myntra.com/tshirts/roadster/roadster-men-olive-green-solid-round-neck-pure-cotton-t-shirt-with-printed-detailing/12504580/buy
